timeframe,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
7.4,C:7,C:7,G:min6,C:7,C:7,C:7,Eb:maj,Eb:maj7,C:7,C:7,Eb:maj,F:maj,B:maj,Eb:maj,G:min6,NA:,NA:,NA:,NA:,NA:,NA:,NA:,NA:,NA:,NA:,NA:,NA:,G:min6,NA:,NA:,NA:,NA:,F:7,C:maj,C:maj,NA:,G:maj
7.5,C:7,C:7,G:min6,C:7,C:7,C:7,Eb:maj,Eb:maj7,F:7,F:7,Eb:maj,F:maj,B:maj,Eb:maj,G:min6,NA:,NA:,NA:,NA:,NA:,NA:,NA:,NA:,NA:,NA:,NA:,NA:,G:min6,NA:,NA:,NA:,NA:,F:7,C:maj,C:maj,NA:,G:maj
7.6,F:7,F:7,F:7,F:7,C:7,F:7,Eb:maj,Eb:maj7,F:7,F:7,Eb:maj,F:maj,B:maj,Eb:maj,F:7,Bb:maj,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:maj,NA:,NA:,NA:,F:7,F:7,F:7,F:maj,F:maj,F:7,F:7,F:7,NA:,G:maj
7.7,F:7,F:7,F:7,F:7,F:7,F:7,Eb:maj,Eb:maj7,F:7,F:7,Eb:maj,F:maj,B:maj,Eb:maj,F:7,Bb:maj,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:maj,NA:,NA:,NA:,F:7,F:7,F:7,F:maj,F:maj,F:7,F:7,F:7,NA:,G:maj
7.8,F:7,F:7,F:7,F:7,F:7,F:7,Eb:maj,Eb:maj7,F:7,F:7,Eb:maj,Bb:maj,B:maj,Eb:maj,F:7,Bb:maj,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:maj,NA:,F:maj,F:maj,F:7,F:7,F:7,F:maj,F:maj,F:7,F:7,F:7,NA:,G:maj
7.9,F:7,F:7,F:7,F:7,F:7,F:7,Eb:maj,Eb:maj7,F:7,F:7,Eb:maj,Bb:maj,B:maj,Eb:maj,F:7,Bb:maj,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:maj,NA:,F:maj,F:maj,F:7,F:7,F:7,F:maj,F:maj,F:7,F:7,F:7,NA:,G:maj
8.0,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:7,F:7,F:7,Eb:maj,Bb:maj,B:maj,Eb:maj,F:7,Bb:maj,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:maj,NA:,F:maj,F:maj,F:7,F:7,F:7,F:maj,F:maj,F:7,F:7,F:7,NA:,G:maj
8.1,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:7,F:7,F:7,F:maj,Bb:maj,C:maj,Eb:maj,F:7,Bb:maj,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:maj,NA:,F:maj,F:maj,F:7,F:7,F:7,F:maj,F:maj,F:7,F:7,F:7,NA:,G:7
8.2,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:7,F:7,F:7,F:maj,G:min7,C:maj,Eb:maj,F:7,Bb:maj,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:maj,NA:,F:maj,F:maj,F:7,F:7,F:7,F:maj,F:maj,F:7,F:7,F:7,F:maj,G:7
8.3,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:7,F:7,F:7,F:maj,G:min7,C:maj,Eb:maj,F:7,Bb:maj,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:maj,NA:,F:maj,F:maj,F:7,F:7,F:7,F:maj,F:maj,F:7,F:7,F:7,F:maj,G:7
8.4,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:7,F:7,F:7,F:maj,G:min7,C:maj,Eb:maj,F:7,Bb:maj,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:maj,NA:,F:maj,F:maj,F:7,F:7,F:7,F:maj,F:maj,F:7,F:7,F:7,F:maj,G:7
8.5,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:7,F:7,F:7,F:maj,G:min7,C:maj,Eb:maj,F:7,Bb:maj,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:maj,NA:,F:maj,F:maj,F:7,F:7,F:7,F:maj,F:maj,C:min,F:7,F:7,F:maj,G:7
8.6,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:7,F:7,F:7,F:maj,G:min7,C:maj,Eb:maj,F:7,Bb:maj,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:maj,NA:,F:maj,F:maj,F:7,F:7,F:7,F:maj,F:maj,C:min,F:7,F:7,F:maj,G:7
8.7,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:7,F:7,F:7,F:maj,G:min7,B:maj,Eb:maj,F:7,Bb:maj,F:7,F:7,F:7,F:7,F:7,F:7,F:maj,F:maj,NA:,F:maj,F:maj,F:7,F:7,F:7,F:maj,F:maj,C:min,F:7,F:7,F:maj,G:7
8.8,F:7,F:7,F:7,C:min7,F:7,F:7,F:maj,F:7,F:7,F:7,F:maj,G:min7,B:maj,Eb:maj,C:min7,C:min7,C:min7,Eb:maj,C:min,C:min,C:min7,Eb:maj,C:min7,C:min,NA:,F:maj,F:maj,F:7,F:7,F:7,F:maj,F:maj,C:min,F:7,F:7,F:maj,G:7
8.9,F:7,F:7,Eb:maj,C:min7,C:min,F:7,C:min,C:min7,F:7,F:7,F:maj,G:min7,B:maj,Eb:maj,C:min7,C:min7,C:min7,Eb:maj,C:min,C:min,C:min7,Eb:maj,C:min7,C:min,NA:,F:maj,F:maj,Eb:maj,F:7,F:7,F:maj,F:maj,C:min,C:min7,F:7,F:maj,G:7
9.0,F:7,C:min,Eb:maj,C:min7,C:min,F:7,C:min,C:min7,F:7,F:7,F:maj,G:min7,B:maj,Eb:maj,C:min7,C:min7,C:min7,Eb:maj,C:min,C:min,C:min7,Eb:maj,C:min7,C:min,NA:,F:maj,F:maj,Eb:maj,F:7,F:7,F:maj,F:maj,C:min,C:min7,F:7,C:maj,G:7
9.1,F:7,C:min,Eb:maj,C:min7,C:min,F:7,C:min,C:min7,F:7,F:7,F:maj,G:min7,B:maj,Eb:maj,C:min7,C:min7,C:min7,Eb:maj,C:min,C:min,C:min7,Eb:maj,C:min7,C:min,NA:,F:maj,F:maj,Eb:maj,F:7,F:7,F:maj,F:maj,C:min,C:min7,F:7,C:maj,G:min
9.2,F:7,C:min,Eb:maj,C:min7,C:min,F:7,Eb:maj,C:min7,F:7,F:7,F:maj,G:min7,B:maj,Eb:maj,C:min7,C:min7,C:min7,Eb:maj,C:min,C:min,C:min7,Eb:maj,C:min7,C:min,NA:,F:maj,F:maj,Eb:maj,F:7,F:7,F:maj,F:maj,C:min,C:min7,F:7,C:maj,G:min
9.3,F:7,C:min,Eb:maj,C:min7,C:min,F:7,Eb:maj,C:min7,F:7,F:7,Bb:maj,G:min7,B:maj,Eb:maj,C:min7,C:min7,C:min7,Eb:maj,C:min,C:min,C:min7,Eb:maj,C:min7,C:min,NA:,F:maj,F:maj,Eb:maj,F:7,F:7,F:maj,F:maj,C:min,C:min7,F:7,C:maj,G:min
9.4,F:7,C:min,Eb:maj,C:min7,C:min,F:7,Eb:maj,C:min7,F:7,F:7,Bb:maj,G:min7,B:maj,Eb:maj,C:min7,C:min7,C:min7,Eb:maj,C:min,C:min,C:min7,Eb:maj,C:min7,C:min,NA:,F:maj,F:maj,Eb:maj,F:7,F:7,F:maj,F:maj,C:min,C:min7,F:7,C:maj,G:min
9.5,F:7,F:maj,Eb:maj,C:min7,C:min,F:7,Eb:maj,C:min7,F:7,F:7,Bb:maj,G:min7,B:maj,Eb:maj,C:min7,C:min7,C:min7,Eb:maj,C:min,C:min,C:min7,Eb:maj,C:min7,C:min,NA:,F:maj,F:maj,Eb:maj,F:7,F:7,F:maj,F:maj,C:min,C:min7,F:7,C:min7,G:min
9.6,F:7,F:maj,F:maj,C:min7,C:min,F:7,Eb:maj,C:min7,F:7,F:7,Bb:maj,G:min7,B:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:maj,C:min,F:7,F:7,C:maj,G:min
9.7,F:7,F:maj,F:maj,F:7,C:min,F:7,Eb:maj,C:min7,F:7,F:7,Bb:maj,G:min7,B:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:maj,C:min,F:7,F:7,F:maj,G:min
9.8,F:7,F:maj,F:maj,F:7,F:maj,F:7,Eb:maj,C:min7,F:7,F:7,Bb:maj,G:min7,C:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,G:min
9.9,F:7,F:maj,F:maj,F:7,F:maj,F:7,Eb:maj,C:min7,F:7,F:7,Bb:maj,G:min7,B:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,G:min
10.0,F:7,F:maj,F:maj,F:7,F:maj,F:7,F:maj,F:7,F:7,F:7,Bb:maj,G:min7,C:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,G:7
10.1,F:7,F:maj,F:maj,F:7,F:maj,F:7,F:maj,F:7,F:7,F:7,Bb:maj,G:min7,B:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:7
10.2,F:7,F:maj,F:maj,F:7,F:maj,F:7,F:maj,F:7,F:7,F:7,Bb:maj,G:min7,B:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:7
10.3,F:7,F:maj,F:maj,F:7,F:maj,F:7,F:maj,F:7,F:7,F:7,Bb:maj,G:min7,B:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:7
10.4,F:7,F:maj,F:maj,F:7,F:maj,F:7,F:maj,F:7,F:7,F:7,Bb:maj,G:min7,B:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:7
10.5,F:7,F:maj,F:maj,F:7,F:maj,F:7,F:maj,F:7,F:7,F:7,Eb:maj,G:min7,C:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:7
10.6,F:7,F:maj,F:maj,F:7,F:maj,F:7,F:maj,F:7,F:7,F:7,Eb:maj,G:min7,C:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,G:7
10.7,F:7,F:maj,F:maj,F:7,F:maj,F:7,F:maj,F:7,F:7,F:7,Eb:maj,G:min7,C:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,G:7
10.8,F:7,F:maj,F:maj,F:7,F:maj,F:7,F:maj,F:7,F:7,F:7,Eb:maj,G:min7,C:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,G:maj
10.9,F:7,F:maj,F:maj,F:7,F:maj,F:7,F:maj,F:7,F:7,F:7,Eb:maj,G:min7,C:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,F:maj,F:maj,F:7,F:7,F:maj,G:maj
11.0,F:7,F:maj,F:maj,F:7,F:maj,F:7,F:maj,F:7,F:7,F:7,Eb:maj,G:min7,B:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,Bb:maj,Bb:maj,Bb:maj,F:maj,F:7,F:7,F:maj,G:maj
11.1,F:7,F:maj,F:maj,F:7,F:maj,F:7,F:maj,F:7,F:7,F:7,Eb:maj,G:min7,B:maj,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:7,Bb:maj,Bb:maj,Bb:maj,F:maj,F:7,F:7,F:maj,G:maj
11.2,F:7,F:maj,Bb:maj,F:7,F:maj,Bb:maj,F:maj,F:7,F:7,F:7,Eb:maj,G:min7,C:maj,F:maj,Bb:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,F:maj,Bb:maj,Bb:maj,F:7,Bb:maj,Bb:maj,Bb:maj,F:maj,F:7,F:7,F:maj,G:maj
11.3,F:7,F:maj,Bb:maj,F:7,Bb:maj,Bb:maj,F:maj,F:7,F:7,F:7,Eb:maj,G:min7,B:maj,F:maj,Bb:maj,F:maj,F:maj,F:maj,F:7,F:maj,F:maj,F:maj,F:maj,F:maj,F:7,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:maj,F:7,F:7,NA:,G:maj
11.4,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,B:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:7,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:maj,F:7,F:7,NA:,G:maj
11.5,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,B:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:7,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:7,F:7,NA:,G:maj
11.6,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,C:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,NA:,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:7,F:7,NA:,G:maj
11.7,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,B:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,NA:,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:7,F:7,NA:,G:maj
11.8,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,C:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,NA:,G:maj
11.9,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,B:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,NA:,G:min
12.0,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,B:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,NA:,G:min
12.1,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,B:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,NA:,G:min
12.2,Bb:maj,Bb:maj,Bb:maj,C:min7,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,B:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Eb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,NA:,G:min
12.3,Bb:maj,Bb:maj,Bb:maj,C:min7,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,B:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Eb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,NA:,G:min
12.4,Bb:maj,Bb:maj,Bb:maj,C:min7,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,B:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Eb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,NA:,G:min
12.5,Bb:maj,Bb:maj,Bb:maj,C:min7,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,B:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,NA:,G:min
12.6,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,B:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,NA:,G:min
12.7,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,B:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,NA:,G:min
12.8,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,B:maj,F:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:maj,G:min
12.9,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,Bb:maj,G:min7,B:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:maj,G:min
13.0,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,G:min,G:min7,B:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:7,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:maj,G:min
13.1,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,G:min,G:min7,B:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:maj,G:min
13.2,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,G:min,G:min7,B:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:maj,G:min
13.3,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,G:min,G:min7,B:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:maj,G:maj
13.4,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,G:min,G:min7,B:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,F:maj,G:maj
13.5,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,G:min,G:min7,B:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,G:maj
13.6,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,G:min,G:min7,B:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,G:maj
13.7,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,G:min,G:min7,B:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,G:maj
13.8,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,G:min,G:min7,B:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,NA:,G:maj
13.9,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj7,Bb:maj,Bb:maj,G:min,G:min7,B:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,Bb:maj,NA:,G:maj
